contactDate,beat,encounterType,reasonForEncounter,resultOfEncounter,search,typeOfSearch,resultOfSearch,race,sex
10/23/15,34X,Pedestrian,Probable Cause,Citation,No,No,No,Hispanic,Male
10/23/15,30X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/23/15,33X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/23/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,33X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,30X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/23/15,33X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/23/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,33X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,33X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/23/15,34X,Pedestrian,Probable Cause,Citation,No,No,No,Afr American,Male
10/23/15,34X,Pedestrian,Probable Cause,Citation,No,No,No,Hispanic,Male
10/23/15,03X,Vehicle,Traffic Violation,FI Report,No,No,No,Hispanic,Female
10/23/15,05X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,21X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
10/23/15,05X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
10/23/15,30X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,29X,Vehicle,Traffic Violation,Citation,Yes,Inventory,None,Afr American,Male
10/23/15,28X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
10/23/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/23/15,31X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,24X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
10/23/15,27X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/23/15,24X,Vehicle,Traffic Violation,Warning,No,No,No,Asian,Male
10/23/15,07X,Vehicle,Traffic Violation,FI Report,No,No,No,White,Male
10/23/15,30X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/23/15,18X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/23/15,35X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/23/15,32Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/23/15,07X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Prob./Parole,Yes,Afr American,Male
10/23/15,02Y,Pedestrian,Probable Cause,Warning,Yes,Prob./Parole,Yes,Afr American,Male
10/23/15,03X,Pedestrian,Probable Cause,Felony Arrest,Yes,Incident to Arrest,None,Afr American,Male
10/23/15,29X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/23/15,27Y,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/23/15,16Y,Pedestrian,Probable Cause,Felony Arrest,Yes,Incident to Arrest,None,Hispanic,Male
10/23/15,27X,Vehicle,Traffic Violation,Citation,Yes,Weapons,Yes,Afr American,Male
10/23/15,27X,Vehicle,Traffic Violation,Citation,Yes,Weapons,Yes,Afr American,Male
10/23/15,20X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
10/23/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/23/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/23/15,23X,Pedestrian,Consensual Encounter,Citation,No,No,No,Other,Female
10/23/15,23X,Pedestrian,Consensual Encounter,Citation,No,No,No,Asian,Female
10/23/15,06X,Pedestrian,Traffic Violation,Misdemeanor Arrest,Yes,P/C,Yes,Afr American,Male
10/23/15,05X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/23/15,07X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/23/15,02X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/23/15,01X,Vehicle,Reasonable Suspicion,Felony Arrest,Yes,Incident to Arrest,None,White,Male
10/23/15,20X,Vehicle,Traffic Violation,FI Report,Yes,P/C,Yes,Afr American,Male
10/23/15,19X,Vehicle,Probable Cause,FI Report,No,No,No,Hispanic,Male
10/23/15,20X,Vehicle,Traffic Violation,Citation,Yes,P/C,Yes,Afr American,Male
10/23/15,20X,Vehicle,Traffic Violation,Citation,Yes,P/C,Yes,Afr American,Male
10/23/15,20X,Vehicle,Traffic Violation,FI Report,Yes,P/C,Yes,Afr American,Male
10/23/15,19X,Vehicle,Traffic Violation,FI Report,Yes,P/C,Yes,Afr American,Male
10/23/15,19X,Vehicle,Traffic Violation,FI Report,Yes,P/C,Yes,Afr American,Male
10/23/15,19X,Vehicle,Traffic Violation,FI Report,Yes,P/C,Yes,Afr American,Female
10/23/15,06X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,Yes,Afr American,Male
10/23/15,28X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,None,Afr American,Male
10/23/15,13X,Vehicle,Traffic Violation,FI Report,No,No,No,White,Female
10/23/15,13X,Vehicle,Traffic Violation,FI Report,No,No,No,Hispanic,Female
10/23/15,29X,Pedestrian,Probation/Parole,FI Report,Yes,Prob./Parole,Yes,Afr American,Male
10/23/15,17X,Vehicle,Traffic Violation,Warning,Yes,P/C,Yes,Afr American,Male
10/23/15,19X,Vehicle,Traffic Violation,Warning,Yes,P/C,Yes,Afr American,Male
10/23/15,21X,Vehicle,Traffic Violation,Warning,Yes,Prob./Parole,None,Afr American,Male
10/23/15,19X,Vehicle,Traffic Violation,Citation,Yes,P/C,Yes,Afr American,Male
10/23/15,32X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/23/15,27X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/23/15,22X,Vehicle,Traffic Violation,FI Report,Yes,P/C,Yes,Afr American,Male
10/23/15,15X,Vehicle,Probable Cause,FI Report,Yes,P/C,Yes,Asian,Male
10/23/15,22X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,Yes,Afr American,Male
10/23/15,15X,Vehicle,Traffic Violation,FI Report,Yes,P/C,Yes,Asian,Male
10/23/15,20X,Pedestrian,Probable Cause,FI Report,No,No,No,Afr American,Male
10/23/15,15X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,Yes,Asian,Male
10/23/15,15X,Vehicle,Traffic Violation,FI Report,Yes,P/C,Yes,Asian,Male
10/23/15,20X,Pedestrian,Probable Cause,FI Report,Yes,Prob./Parole,Yes,Afr American,Male
10/23/15,20X,Pedestrian,Probable Cause,FI Report,Yes,Prob./Parole,Yes,Afr American,Male
10/23/15,20X,Pedestrian,Probable Cause,FI Report,Yes,Prob./Parole,Yes,Afr American,Male
10/23/15,33X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,Yes,Afr American,Male
10/23/15,07X,Vehicle,Traffic Violation,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Female
10/23/15,07X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/23/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/23/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,23X,Other,Probable Cause,Report Taken-No Action,Yes,Prob./Parole,None,Hispanic,Female
10/23/15,23X,Other,Probable Cause,Report Taken-No Action,Yes,P/C,None,Hispanic,Female
10/23/15,23X,Other,Probable Cause,Report Taken-No Action,Yes,P/C,None,Hispanic,Male
10/23/15,23X,Other,Probable Cause,Report Taken-No Action,Yes,P/C,None,Hispanic,Male
10/23/15,34X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/23/15,34X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/23/15,30X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,None,Hispanic,Male
10/23/15,30X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/23/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,23X,Vehicle,Traffic Violation,Citation,Yes,P/C,Yes,Hispanic,Male
10/23/15,24X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/23/15,24X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,Yes,White,Male
10/23/15,24X,Vehicle,Traffic Violation,FI Report,Yes,P/C,Yes,White,Male
10/23/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,34X,Vehicle,Traffic Violation,Misdemeanor Arrest,Yes,Incident to Arrest,None,Hispanic,Male
10/23/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/23/15,23X,Vehicle,Traffic Violation,Citation,Yes,Inventory,None,Hispanic,Female
10/23/15,34X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/23/15,22Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,26Y,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Female
10/23/15,26Y,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/23/15,06X,Vehicle,Traffic Violation,FI Report,No,No,No,Hispanic,Male
10/23/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
10/23/15,26Y,Vehicle,Traffic Violation,Warning,No,No,No,White,Female
10/23/15,25X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
10/23/15,27X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/23/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
10/23/15,22X,Pedestrian,Reasonable Suspicion,Warning,No,No,No,White,Male
10/23/15,31Z,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/23/15,30X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,26Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/23/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
10/23/15,06X,Vehicle,Consensual Encounter,Felony Arrest,Yes,Prob./Parole,Yes,Afr American,Male
10/23/15,06X,Vehicle,Consensual Encounter,Felony Arrest,Yes,Prob./Parole,Yes,Afr American,Female
10/23/15,27Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/23/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,Asian,Male
10/23/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/23/15,24X,Vehicle,Traffic Violation,Warning,No,No,No,Asian,Female
10/23/15,26X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/23/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
10/23/15,24X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
10/23/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/23/15,05X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/23/15,05X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/23/15,02Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,02X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
10/23/15,05X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
10/23/15,12X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
10/23/15,10Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/23/15,06X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,Yes,Afr American,Male
10/23/15,03X,Vehicle,Traffic Violation,Warning,Yes,Prob./Parole,None,Hispanic,Male
10/23/15,03X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/23/15,33X,Vehicle,Traffic Violation,FI Report,No,No,No,Other,Male
10/23/15,08X,Vehicle,Traffic Violation,Warning,No,No,No,Asian,Male
10/23/15,33X,Pedestrian,Probable Cause,Felony Arrest,Yes,Prob./Parole,Yes,Afr American,Male
10/23/15,10Y,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/23/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/23/15,24X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/23/15,09X,Vehicle,Traffic Violation,Citation,No,No,No,Other,Female
10/23/15,05X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/23/15,30X,Pedestrian,Probation/Parole,FI Report,Yes,Prob./Parole,None,Afr American,Male
10/23/15,34X,Pedestrian,Reasonable Suspicion,Felony Arrest,Yes,Incident to Arrest,Yes,Afr American,Male
10/23/15,10Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
10/23/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/23/15,35X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,None,Hispanic,Male
10/23/15,34X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/23/15,33X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/23/15,33X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/23/15,35X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,20X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Female
10/23/15,27Y,Bicycle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/23/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
10/23/15,27Y,Bicycle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/23/15,31Y,Pedestrian,Probable Cause,Report Taken-No Action,Yes,P/C,None,Asian,Male
10/23/15,26X,Vehicle,Traffic Violation,Warning,No,No,No,White,Male
10/23/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/23/15,26X,Vehicle,Traffic Violation,Misdemeanor Arrest,Yes,Incident to Arrest,None,Hispanic,Male
10/23/15,32X,Vehicle,Reasonable Suspicion,FI Report,Yes,Weapons,None,Hispanic,Male
10/23/15,35X,Vehicle,Reasonable Suspicion,FI Report,Yes,Weapons,None,Afr American,Male
10/23/15,26Y,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/23/15,31Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/23/15,20X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
10/23/15,24Y,Vehicle,Traffic Violation,Warning,Yes,Prob./Parole,Yes,Afr American,Male
10/23/15,14X,Vehicle,Traffic Violation,Warning,No,No,No,White,Female
10/23/15,31Y,Vehicle,Traffic Violation,FI Report,No,No,No,Hispanic,Male
10/23/15,29X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/23/15,27Y,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/23/15,26Y,Vehicle,Traffic Violation,FI Report,Yes,Inventory,Yes,Afr American,Male
10/23/15,27X,Pedestrian,Consensual Encounter,Warning,Yes,Prob./Parole,Yes,Hispanic,Male
10/23/15,11X,Vehicle,Traffic Violation,FI Report,No,No,No,Other,Male
10/24/15,03Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/24/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
10/24/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
10/24/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/24/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
10/24/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/24/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
10/24/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Other,Male
10/24/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/24/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/24/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
10/24/15,04X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/24/15,04X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/24/15,04X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/24/15,16Y,Vehicle,Probable Cause,Citation,No,No,No,Afr American,Female
10/24/15,16Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
10/24/15,16Y,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Female
10/24/15,16Y,Vehicle,Traffic Violation,Citation,No,No,No,Other,Male
10/24/15,16Y,Vehicle,Traffic Violation,Warning,No,No,No,White,Male
10/24/15,03X,Vehicle,Probable Cause,FI Report,Yes,P/C,Yes,Afr American,Male
10/24/15,17Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/24/15,27X,Pedestrian,Probable Cause,FI Report,Yes,Weapons,None,Afr American,Male
10/24/15,23X,Pedestrian,Traffic Violation,Misdemeanor Arrest,Yes,Incident to Arrest,None,Hispanic,Male
10/24/15,23X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/24/15,35X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/24/15,27Y,Vehicle,Traffic Violation,Citation,No,No,No,Other,Female
10/24/15,21Y,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Male
10/24/15,19X,Pedestrian,Reasonable Suspicion,Warning,No,No,No,Afr American,Female
10/24/15,19X,Pedestrian,Reasonable Suspicion,Warning,No,No,No,Afr American,Female
10/24/15,04X,Vehicle,Traffic Violation,FI Report,No,No,No,Asian,Male
10/24/15,33X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/24/15,23X,Pedestrian,Reasonable Suspicion,FI Report,No,No,No,Hispanic,Female
10/24/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/24/15,23X,Vehicle,Traffic Violation,Misdemeanor Arrest,Yes,Incident to Arrest,None,Afr American,Male
10/24/15,23X,Vehicle,Probable Cause,FI Report,Yes,Incident to Arrest,None,Hispanic,Male
10/24/15,14X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/24/15,10Y,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/24/15,06X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/24/15,03Y,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Female
10/24/15,06X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,Yes,Afr American,Male
10/24/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Female
10/24/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
10/24/15,10Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/24/15,14X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
10/24/15,19X,Pedestrian,Traffic Violation,FI Report,No,No,No,Asian,Female
10/24/15,10X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Female
10/24/15,22X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
10/24/15,28X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/24/15,27X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/24/15,28X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/24/15,19X,Vehicle,Traffic Violation,FI Report,No,No,No,Asian,Male
10/24/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/24/15,34X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Female
10/24/15,30X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/24/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/24/15,24X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/24/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
10/24/15,29X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/24/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/24/15,33X,Pedestrian,Traffic Violation,Misdemeanor Arrest,Yes,Prob./Parole,None,Afr American,Male
10/24/15,34X,Vehicle,Traffic Violation,Citation,Yes,P/C,Yes,Afr American,Male
10/24/15,33X,Vehicle,Traffic Violation,Warning,No,No,No,Other,Male
10/24/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/24/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
10/24/15,33X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/24/15,33X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/24/15,32X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,Yes,Afr American,Male
10/24/15,32X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/24/15,34X,Pedestrian,Reasonable Suspicion,Citation,Yes,Incident to Arrest,Yes,Afr American,Male
10/24/15,30Y,Vehicle,Traffic Violation,FI Report,Yes,P/C,None,Afr American,Male
10/24/15,30Y,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
10/24/15,35X,Vehicle,Probable Cause,FI Report,Yes,P/C,Yes,Afr American,Male
10/24/15,30Y,Vehicle,Traffic Violation,Warning,Yes,P/C,Yes,Afr American,Male
10/24/15,19X,Vehicle,Traffic Violation,Felony Arrest,Yes,Incident to Arrest,None,Afr American,Male
10/24/15,12Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/24/15,02Y,Vehicle,Traffic Violation,FI Report,Yes,P/C,Yes,Afr American,Male
10/24/15,05X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
10/24/15,30X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/24/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/24/15,27X,Vehicle,Traffic Violation,Misdemeanor Arrest,Yes,Incident to Arrest,Yes,White,Female
10/24/15,26Y,Pedestrian,Reasonable Suspicion,Misdemeanor Arrest,Yes,Incident to Arrest,None,White,Female
10/24/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
10/24/15,32Y,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
10/24/15,18X,Pedestrian,Consensual Encounter,Report Taken-No Action,Yes,Prob./Parole,Yes,Hispanic,Male
